-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 12/31/2020 in UTC
Location: Latitude  28.627   Longitude 77.172 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
PSC                   MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS,PSC
2015,7,22,0,24.02,26.67,27.11,89.55,2.25,149.0,97.57,97.42
2015,7,22,1,165.38,179.12,28.58,81.22,2.86,152.1,97.63,97.49
2015,7,22,2,350.23,380.0,30.72,68.36,3.42,152.8,97.68,97.55
2015,7,22,3,552.95,578.97,32.25,60.14,3.16,151.5,97.7,97.56
2015,7,22,4,555.42,749.42,33.29,55.88,2.54,146.1,97.71,97.57
2015,7,22,5,761.1,865.55,34.08,53.51,2.34,124.9,97.73,97.59
2015,7,22,6,685.95,927.42,34.64,52.06,2.08,115.1,97.67,97.53
2015,7,22,7,763.35,922.45,34.97,51.31,1.46,106.3,97.57,97.43
2015,7,22,8,732.5,851.8,35.05,51.25,1.46,83.7,97.46,97.33
2015,7,22,9,637.4,725.65,34.83,51.89,1.83,75.7,97.38,97.25
2015,7,22,10,466.35,552.92,34.25,53.92,1.97,73.5,97.33,97.19
2015,7,22,11,286.52,351.95,33.44,56.78,1.92,74.0,97.29,97.16
2015,7,22,12,131.1,154.73,32.64,61.28,1.56,79.3,97.3,97.16
2015,7,22,13,17.33,17.8,31.54,66.88,1.34,92.1,97.32,97.18
2015,7,22,14,0.0,0.0,30.37,75.0,1.67,100.0,97.4,97.27
2015,7,22,15,0.0,0.0,29.63,77.12,2.59,102.7,97.51,97.37
2015,7,22,16,0.0,0.0,29.06,78.76,3.35,105.9,97.62,97.48
2015,7,22,17,0.0,0.0,28.48,81.71,3.33,116.4,97.64,97.5
2015,7,22,18,0.0,0.0,28.04,84.29,3.16,123.6,97.61,97.47
2015,7,22,19,0.0,0.0,27.69,86.8,2.73,120.4,97.6,97.46
2015,7,22,20,0.0,0.0,27.43,88.86,2.22,108.7,97.58,97.44
2015,7,22,21,0.0,0.0,27.21,90.16,2.13,100.3,97.56,97.42
2015,7,22,22,0.0,0.0,27.03,91.13,2.25,96.1,97.57,97.43
2015,7,22,23,0.0,0.0,26.92,91.65,2.46,98.7,97.59,97.45
2015,7,23,0,24.52,26.02,27.05,90.95,2.98,107.2,97.63,97.49
2015,7,23,1,153.65,177.5,27.86,87.08,3.64,115.4,97.7,97.56
2015,7,23,2,321.45,379.73,29.44,78.53,4.06,121.8,97.75,97.61
2015,7,23,3,485.75,580.97,30.93,71.48,4.19,126.7,97.78,97.64
2015,7,23,4,646.05,750.12,32.12,66.36,3.99,128.5,97.77,97.64
2015,7,23,5,705.35,870.9,33.02,62.03,3.7,128.9,97.75,97.61
2015,7,23,6,761.12,875.53,33.8,58.24,3.41,127.4,97.69,97.55
2015,7,23,7,758.55,872.38,34.37,55.66,3.07,123.8,97.6,97.46
2015,7,23,8,664.38,804.35,34.71,53.99,2.76,119.5,97.5,97.36
2015,7,23,9,656.28,677.53,34.68,53.56,2.56,118.7,97.42,97.29
2015,7,23,10,503.4,506.33,34.38,54.1,2.42,120.6,97.39,97.25
2015,7,23,11,308.35,311.73,33.87,54.99,2.35,124.4,97.38,97.24
2015,7,23,12,132.02,132.4,32.87,59.54,2.15,132.0,97.39,97.25
2015,7,23,13,15.7,15.8,31.34,68.44,1.66,141.6,97.42,97.28
2015,7,23,14,0.0,0.0,30.38,74.66,1.4,140.5,97.48,97.34
2015,7,23,15,0.0,0.0,29.77,76.3,1.74,107.4,97.62,97.49
2015,7,23,16,0.0,0.0,29.16,76.86,2.64,100.9,97.7,97.56
2015,7,23,17,0.0,0.0,28.56,78.68,3.05,108.1,97.71,97.57
2015,7,23,18,0.0,0.0,27.99,81.43,3.07,114.2,97.68,97.54
2015,7,23,19,0.0,0.0,27.56,83.76,2.91,118.3,97.65,97.51
2015,7,23,20,0.0,0.0,27.23,85.92,2.56,121.1,97.62,97.48
2015,7,23,21,0.0,0.0,27.01,87.02,2.67,124.0,97.61,97.47
2015,7,23,22,0.0,0.0,26.84,87.73,2.96,127.5,97.61,97.47
2015,7,23,23,0.0,0.0,26.66,88.84,2.95,130.1,97.61,97.47
2015,7,24,0,19.8,22.75,26.73,88.79,2.97,132.1,97.62,97.48
2015,7,24,1,121.3,155.57,27.79,83.26,3.2,134.2,97.65,97.51
2015,7,24,2,269.35,349.83,29.77,72.14,3.57,133.8,97.68,97.54
2015,7,24,3,449.52,548.42,31.03,65.98,3.47,128.3,97.71,97.57
2015,7,24,4,609.65,712.42,32.12,61.42,3.16,123.6,97.72,97.58
2015,7,24,5,711.95,836.22,33.21,57.25,3.03,119.0,97.7,97.57
2015,7,24,6,671.55,876.17,34.13,53.98,2.91,118.3,97.66,97.52
2015,7,24,7,700.25,877.25,34.86,51.47,2.73,120.1,97.58,97.45
2015,7,24,8,660.35,807.08,35.42,49.33,2.55,123.3,97.5,97.37
2015,7,24,9,488.0,681.9,35.53,48.52,2.39,123.9,97.43,97.29
2015,7,24,10,338.9,509.45,35.31,48.78,2.22,123.6,97.36,97.23
2015,7,24,11,233.9,318.12,34.74,49.72,2.22,127.5,97.32,97.18
2015,7,24,12,100.68,131.6,33.69,54.04,2.21,137.0,97.31,97.17
2015,7,24,13,13.95,15.23,31.76,64.27,1.92,146.9,97.34,97.2
2015,7,24,14,0.0,0.0,30.44,69.49,1.9,153.0,97.43,97.29
2015,7,24,15,0.0,0.0,29.67,72.11,1.96,158.8,97.53,97.39
2015,7,24,16,0.0,0.0,28.99,74.7,2.03,164.0,97.59,97.45
2015,7,24,17,0.0,0.0,28.33,77.35,2.04,168.1,97.61,97.47
2015,7,24,18,0.0,0.0,27.75,79.5,1.95,175.6,97.59,97.45
2015,7,24,19,0.0,0.0,27.19,81.29,1.87,186.7,97.53,97.39
2015,7,24,20,0.0,0.0,26.77,82.92,1.69,200.0,97.47,97.33
2015,7,24,21,0.0,0.0,26.49,84.12,1.53,211.6,97.42,97.27
2015,7,24,22,0.0,0.0,26.3,84.87,1.47,214.8,97.39,97.25
2015,7,24,23,0.0,0.0,26.1,85.26,1.56,213.0,97.41,97.27
2015,7,25,0,20.2,21.25,26.64,82.8,1.71,209.0,97.46,97.32
2015,7,25,1,139.02,148.6,28.61,70.98,2.15,194.0,97.51,97.37
2015,7,25,2,310.35,340.77,31.25,60.15,2.36,144.0,97.56,97.42
2015,7,25,3,506.23,534.03,32.8,55.55,2.81,118.5,97.59,97.45
2015,7,25,4,661.97,707.7,33.64,53.55,3.08,105.1,97.57,97.44
2015,7,25,5,687.53,830.55,34.37,51.9,3.35,96.7,97.53,97.39
2015,7,25,6,829.72,852.28,34.94,50.52,3.58,91.8,97.45,97.32
2015,7,25,7,792.1,846.85,35.3,49.64,3.74,87.7,97.37,97.23
2015,7,25,8,691.85,775.38,35.37,49.36,3.89,85.0,97.28,97.15
2015,7,25,9,634.22,644.92,35.23,49.43,3.88,83.2,97.22,97.08
2015,7,25,10,468.4,471.92,34.98,49.93,3.75,82.2,97.16,97.02
2015,7,25,11,282.83,291.02,34.35,51.88,3.52,83.8,97.11,96.98
2015,7,25,12,114.57,118.2,33.06,58.34,2.98,88.8,97.1,96.96
2015,7,25,13,13.02,13.75,31.24,69.82,2.31,92.5,97.12,96.98
2015,7,25,14,0.0,0.0,30.02,75.52,2.57,88.7,97.18,97.05
2015,7,25,15,0.0,0.0,29.33,77.55,3.41,85.0,97.29,97.15
2015,7,25,16,0.0,0.0,28.67,80.38,4.04,88.6,97.35,97.21
2015,7,25,17,0.0,0.0,28.08,83.47,4.17,93.6,97.37,97.23
2015,7,25,18,0.0,0.0,27.55,85.98,4.02,95.9,97.32,97.18
2015,7,25,19,0.0,0.0,27.06,88.13,3.79,93.5,97.27,97.13
2015,7,25,20,0.0,0.0,26.67,89.82,3.63,86.0,97.21,97.07
2015,7,25,21,0.0,0.0,26.44,91.14,3.81,76.8,97.18,97.03
2015,7,25,22,0.0,0.0,26.31,92.68,4.07,70.5,97.16,97.02
2015,7,25,23,0.0,0.0,26.31,93.55,4.29,74.4,97.19,97.05
2015,7,26,0,19.88,23.52,26.44,93.23,4.56,85.0,97.24,97.1
2015,7,26,1,131.88,177.8,27.37,86.99,5.85,103.3,97.3,97.16
2015,7,26,2,276.52,386.2,28.72,76.63,6.92,114.0,97.36,97.22
2015,7,26,3,482.85,591.15,30.24,67.17,6.83,115.7,97.4,97.26
2015,7,26,4,682.95,761.45,31.79,59.74,6.41,115.7,97.4,97.26
2015,7,26,5,699.0,883.0,33.17,54.47,6.28,114.0,97.38,97.24
2015,7,26,6,680.53,918.75,34.1,51.41,6.25,111.9,97.33,97.2
2015,7,26,7,620.28,911.8,34.65,49.83,6.18,109.9,97.27,97.13
2015,7,26,8,630.45,839.95,34.88,49.27,6.04,107.4,97.2,97.06
2015,7,26,9,530.62,710.8,34.64,50.01,6.09,106.7,97.14,97.0
2015,7,26,10,353.52,532.65,34.12,51.52,6.36,108.2,97.11,96.97
2015,7,26,11,231.77,329.7,32.98,55.36,6.29,110.3,97.1,96.97
2015,7,26,12,106.18,140.4,31.5,61.85,5.6,111.3,97.13,96.99
2015,7,26,13,13.32,15.6,29.87,69.63,4.93,109.4,97.19,97.05
2015,7,26,14,0.0,0.0,28.94,73.09,5.62,107.7,97.25,97.11
2015,7,26,15,0.0,0.0,28.16,77.17,5.51,103.3,97.33,97.19
2015,7,26,16,0.0,0.0,27.6,80.1,5.69,100.1,97.37,97.23
2015,7,26,17,0.0,0.0,27.18,82.95,5.98,99.0,97.38,97.24
2015,7,26,18,0.0,0.0,26.8,86.29,5.97,98.2,97.37,97.23
2015,7,26,19,0.0,0.0,26.44,89.46,5.79,95.6,97.36,97.22
2015,7,26,20,0.0,0.0,26.06,92.09,5.44,95.2,97.33,97.19
2015,7,26,21,0.0,0.0,25.72,93.89,5.2,95.9,97.31,97.17
2015,7,26,22,0.0,0.0,25.53,94.49,5.15,96.7,97.3,97.16
2015,7,26,23,0.0,0.0,25.38,94.59,5.14,97.9,97.32,97.17
2015,7,27,0,24.33,25.92,25.48,93.63,5.4,100.1,97.34,97.19
2015,7,27,1,173.0,188.0,26.57,87.11,6.77,112.5,97.36,97.22
2015,7,27,2,365.05,400.88,28.23,77.3,7.85,121.0,97.38,97.25
2015,7,27,3,572.6,603.92,29.95,69.35,7.86,124.4,97.4,97.26
2015,7,27,4,772.38,774.33,31.54,63.47,7.14,125.9,97.4,97.26
2015,7,27,5,835.0,887.62,32.88,58.93,6.36,127.6,97.39,97.26
2015,7,27,6,761.2,916.95,33.77,55.95,5.71,129.2,97.35,97.22
2015,7,27,7,712.2,915.58,34.46,53.62,5.12,130.9,97.29,97.16
2015,7,27,8,605.6,851.12,34.84,52.02,4.65,133.7,97.23,97.09
2015,7,27,9,586.8,721.47,34.74,51.9,4.47,138.5,97.18,97.04
2015,7,27,10,413.1,542.85,34.38,52.6,4.54,146.3,97.16,97.02
2015,7,27,11,271.85,347.48,33.4,55.17,4.68,155.9,97.17,97.03
2015,7,27,12,130.55,153.27,32.14,60.07,4.5,166.8,97.2,97.06
2015,7,27,13,15.15,16.62,30.51,67.03,3.7,175.7,97.26,97.12
2015,7,27,14,0.0,0.0,29.55,70.32,3.68,179.7,97.33,97.19
2015,7,27,15,0.0,0.0,28.82,72.68,3.64,179.4,97.42,97.28
2015,7,27,16,0.0,0.0,28.11,75.57,3.32,172.9,97.51,97.37
2015,7,27,17,0.0,0.0,27.53,77.83,3.29,165.4,97.55,97.41
2015,7,27,18,0.0,0.0,27.03,79.69,3.52,161.3,97.52,97.38
2015,7,27,19,0.0,0.0,26.53,82.52,3.46,155.7,97.48,97.34
2015,7,27,20,0.0,0.0,26.04,85.68,3.46,146.5,97.44,97.3
2015,7,27,21,0.0,0.0,25.63,88.51,3.91,141.5,97.42,97.28
2015,7,27,22,0.0,0.0,25.26,91.11,4.26,141.0,97.44,97.3
2015,7,27,23,0.0,0.0,24.9,93.44,4.26,138.3,97.45,97.31
2015,7,28,0,23.88,24.15,24.95,92.99,4.61,135.0,97.48,97.34
2015,7,28,1,171.95,179.85,26.25,83.56,5.75,141.1,97.51,97.36
2015,7,28,2,351.55,390.38,28.06,71.89,6.46,146.1,97.53,97.39
2015,7,28,3,516.05,594.72,29.9,62.24,6.86,150.0,97.54,97.4
2015,7,28,4,741.47,769.33,31.48,55.9,6.8,151.6,97.54,97.4
2015,7,28,5,617.72,890.7,32.73,51.76,6.49,150.6,97.5,97.37
2015,7,28,6,780.83,943.65,33.67,48.66,6.07,147.0,97.44,97.3
2015,7,28,7,710.78,939.72,34.36,46.39,5.7,141.6,97.35,97.21
2015,7,28,8,661.5,867.78,34.78,44.86,5.49,138.6,97.25,97.12
2015,7,28,9,632.0,733.47,34.79,44.56,5.61,141.4,97.2,97.06
2015,7,28,10,523.55,559.6,34.32,45.08,5.93,148.6,97.18,97.04
2015,7,28,11,306.77,358.12,33.1,48.33,6.01,156.6,97.2,97.06
2015,7,28,12,138.6,158.75,31.63,53.42,5.69,164.2,97.24,97.1
2015,7,28,13,14.05,16.5,29.88,60.19,4.84,170.6,97.3,97.16
2015,7,28,14,0.0,0.0,28.81,64.26,4.83,174.9,97.37,97.23
2015,7,28,15,0.0,0.0,28.05,67.73,4.75,176.1,97.43,97.29
2015,7,28,16,0.0,0.0,27.2,72.21,4.0,173.2,97.44,97.3
2015,7,28,17,0.0,0.0,26.5,75.94,3.42,164.6,97.43,97.29
2015,7,28,18,0.0,0.0,25.93,78.53,3.26,151.6,97.42,97.28
2015,7,28,19,0.0,0.0,25.41,80.53,3.47,138.7,97.38,97.23
2015,7,28,20,0.0,0.0,24.92,82.33,3.78,131.1,97.32,97.17
2015,7,28,21,0.0,0.0,24.47,84.13,3.97,127.0,97.27,97.13
2015,7,28,22,0.0,0.0,24.13,85.7,4.22,123.4,97.25,97.11
2015,7,28,23,0.0,0.0,23.88,87.16,4.41,119.9,97.26,97.12
2015,7,29,0,23.17,24.67,23.99,87.0,4.8,118.8,97.27,97.13
2015,7,29,1,159.07,181.93,25.49,79.5,6.44,129.5,97.27,97.13
2015,7,29,2,319.27,385.62,27.32,72.29,7.37,136.9,97.26,97.12
2015,7,29,3,418.2,579.55,29.12,66.69,7.54,137.1,97.25,97.12
2015,7,29,4,440.12,749.95,30.59,62.61,7.48,136.2,97.25,97.11
2015,7,29,5,464.98,871.12,31.87,59.17,7.34,136.1,97.23,97.09
2015,7,29,6,457.4,933.45,33.06,55.78,7.16,137.5,97.17,97.03
2015,7,29,7,487.1,922.35,33.87,53.15,6.88,140.5,97.08,96.95
2015,7,29,8,398.73,854.92,34.46,51.14,6.57,144.5,97.01,96.88
2015,7,29,9,396.15,723.33,34.36,51.2,5.99,148.2,96.96,96.82
2015,7,29,10,305.02,541.67,34.16,51.45,5.49,150.9,96.93,96.79
2015,7,29,11,178.25,341.58,33.22,53.89,4.97,153.2,96.93,96.79
2015,7,29,12,82.82,149.38,32.01,58.67,4.2,155.4,96.96,96.82
2015,7,29,13,10.15,15.48,30.34,66.81,2.84,155.7,97.02,96.88
2015,7,29,14,0.0,0.0,29.39,71.05,2.49,154.8,97.08,96.94
2015,7,29,15,0.0,0.0,28.83,73.01,2.7,154.6,97.14,97.0
2015,7,29,16,0.0,0.0,28.3,74.85,2.93,156.9,97.19,97.05
2015,7,29,17,0.0,0.0,27.8,77.09,3.0,159.9,97.22,97.08
2015,7,29,18,0.0,0.0,27.35,79.64,2.91,162.0,97.21,97.07
2015,7,29,19,0.0,0.0,26.95,82.15,2.79,164.4,97.19,97.05
2015,7,29,20,0.0,0.0,26.55,84.52,2.7,171.9,97.15,97.01
2015,7,29,21,0.0,0.0,26.11,86.9,2.53,177.7,97.13,96.99
2015,7,29,22,0.0,0.0,25.69,88.85,2.43,176.2,97.12,96.98
2015,7,29,23,0.0,0.0,25.39,90.14,2.48,172.8,97.15,97.01
2015,7,30,0,18.0,23.42,25.57,89.1,3.09,168.6,97.21,97.07
2015,7,30,1,122.97,178.77,27.24,78.21,3.77,169.8,97.26,97.12
2015,7,30,2,267.67,382.08,29.25,66.93,4.35,166.7,97.29,97.15
2015,7,30,3,408.23,584.62,30.87,60.2,4.4,168.1,97.29,97.16
2015,7,30,4,515.35,751.08,32.3,55.32,4.07,170.1,97.29,97.15
2015,7,30,5,537.72,871.33,33.55,51.68,3.78,172.3,97.27,97.13
2015,7,30,6,547.95,928.85,34.52,49.05,3.68,176.1,97.22,97.09
2015,7,30,7,501.7,923.6,35.22,47.18,3.74,181.4,97.17,97.03
2015,7,30,8,406.98,851.85,35.61,46.13,3.89,186.0,97.11,96.98
2015,7,30,9,322.23,721.3,35.55,46.39,4.12,187.4,97.07,96.93
2015,7,30,10,310.7,550.72,35.25,47.04,4.49,190.0,97.03,96.89
2015,7,30,11,179.62,346.15,34.3,49.94,4.94,195.4,97.01,96.87
2015,7,30,12,84.2,147.8,32.79,56.46,5.04,203.8,97.03,96.89
2015,7,30,13,10.6,14.95,31.18,63.8,4.65,213.2,97.09,96.95
2015,7,30,14,0.0,0.0,30.19,67.8,4.91,221.6,97.16,97.02
2015,7,30,15,0.0,0.0,29.33,71.19,4.85,224.8,97.24,97.1
2015,7,30,16,0.0,0.0,28.47,74.98,4.54,222.7,97.29,97.15
2015,7,30,17,0.0,0.0,27.75,78.7,4.23,218.7,97.31,97.17
2015,7,30,18,0.0,0.0,27.13,82.8,3.81,214.7,97.32,97.18
2015,7,30,19,0.0,0.0,26.68,85.83,3.73,217.5,97.29,97.15
2015,7,30,20,0.0,0.0,26.3,88.08,3.43,217.2,97.29,97.15
2015,7,30,21,0.0,0.0,25.96,89.77,3.12,212.4,97.28,97.14
2015,7,30,22,0.0,0.0,25.69,90.88,3.05,207.3,97.27,97.13
2015,7,30,23,0.0,0.0,25.46,91.6,3.21,205.7,97.25,97.11
2015,7,31,0,14.25,19.3,25.52,91.36,3.61,203.2,97.25,97.11
2015,7,31,1,95.5,145.93,26.92,84.87,4.2,210.0,97.27,97.13
2015,7,31,2,223.43,336.17,29.36,72.08,4.66,232.5,97.3,97.16
2015,7,31,3,371.55,532.35,31.3,61.92,4.57,239.8,97.35,97.21
2015,7,31,4,356.65,696.72,32.55,56.87,4.53,236.2,97.38,97.24
2015,7,31,5,363.58,820.8,33.54,53.74,4.8,234.4,97.37,97.24
2015,7,31,6,378.1,886.2,34.35,51.01,5.22,235.5,97.34,97.2
2015,7,31,7,484.08,880.92,34.86,48.79,5.53,237.1,97.28,97.15
2015,7,31,8,502.88,810.25,34.7,48.27,5.5,237.7,97.24,97.11
2015,7,31,9,482.98,681.97,33.95,49.18,5.2,236.0,97.21,97.07
2015,7,31,10,351.17,499.23,33.38,50.2,4.9,231.8,97.2,97.06
2015,7,31,11,221.7,317.48,32.98,51.14,4.78,230.3,97.18,97.05
2015,7,31,12,87.38,132.23,31.9,55.26,4.53,233.4,97.18,97.04
2015,7,31,13,9.4,13.2,30.13,62.69,3.83,237.8,97.18,97.04
2015,7,31,14,0.0,0.0,29.0,67.38,3.47,238.3,97.26,97.12
2015,7,31,15,0.0,0.0,28.48,72.15,2.32,240.6,97.45,97.31
2015,7,31,16,0.0,0.0,28.13,73.92,2.59,235.2,97.52,97.38
2015,7,31,17,0.0,0.0,27.67,74.74,3.59,228.5,97.48,97.34
2015,7,31,18,0.0,0.0,27.14,78.44,2.64,224.4,97.51,97.37
2015,7,31,19,0.0,0.0,26.75,81.2,2.12,217.5,97.54,97.4
2015,7,31,20,0.0,0.0,26.44,82.63,2.14,210.6,97.51,97.37
2015,7,31,21,0.0,0.0,26.09,84.14,2.22,205.1,97.47,97.33
2015,7,31,22,0.0,0.0,25.85,85.33,2.42,198.1,97.46,97.32
2015,7,31,23,0.0,0.0,25.71,86.16,2.66,193.3,97.48,97.34
2015,8,1,0,9.6,18.42,25.75,86.52,2.74,187.1,97.55,97.41
2015,8,1,1,65.55,143.52,26.42,83.65,3.04,181.1,97.61,97.47
2015,8,1,2,145.82,333.98,27.69,78.34,3.33,185.3,97.65,97.51
2015,8,1,3,251.52,530.53,28.87,74.0,3.49,188.1,97.7,97.56
2015,8,1,4,336.3,701.08,29.98,69.25,3.51,188.7,97.73,97.59
2015,8,1,5,400.95,821.28,31.4,63.05,3.61,191.2,97.72,97.59
2015,8,1,6,508.05,798.12,32.69,57.63,3.84,197.3,97.69,97.55
2015,8,1,7,522.15,807.28,33.57,53.5,4.15,204.5,97.63,97.5
2015,8,1,8,448.27,740.45,33.84,51.57,4.47,209.8,97.59,97.45
2015,8,1,9,448.65,606.72,33.87,50.68,4.51,211.4,97.55,97.41
2015,8,1,10,333.85,441.08,33.44,51.18,4.29,211.5,97.53,97.39
2015,8,1,11,188.2,258.58,32.53,53.53,4.05,212.9,97.55,97.41
2015,8,1,12,81.1,102.38,31.45,58.02,3.5,214.6,97.59,97.45
2015,8,1,13,9.6,10.57,29.95,65.97,2.42,214.4,97.64,97.5
2015,8,1,14,0.0,0.0,28.98,70.53,2.13,212.7,97.7,97.56
2015,8,1,15,0.0,0.0,28.34,73.73,2.09,212.3,97.77,97.63
2015,8,1,16,0.0,0.0,27.74,76.84,2.06,214.3,97.82,97.68
2015,8,1,17,0.0,0.0,27.28,79.08,1.97,217.2,97.83,97.69
2015,8,1,18,0.0,0.0,26.95,80.71,1.82,216.1,97.83,97.69
2015,8,1,19,0.0,0.0,26.66,81.9,1.77,212.8,97.81,97.67
2015,8,1,20,0.0,0.0,26.25,82.88,1.89,213.8,97.77,97.63
2015,8,1,21,0.0,0.0,25.85,84.43,1.74,216.3,97.74,97.6
2015,8,1,22,0.0,0.0,25.67,85.34,1.52,213.2,97.76,97.62
2015,8,1,23,0.0,0.0,25.53,85.74,1.52,209.6,97.78,97.64
2015,8,2,0,14.73,16.45,25.63,84.98,1.75,207.1,97.8,97.66
2015,8,2,1,119.97,128.9,26.42,80.39,2.55,204.9,97.86,97.72
2015,8,2,2,274.4,302.67,28.17,72.11,2.73,202.6,97.91,97.77
2015,8,2,3,479.1,494.4,29.62,66.08,2.45,191.5,97.97,97.83
2015,8,2,4,617.53,659.1,30.59,62.51,2.08,167.0,97.98,97.84
2015,8,2,5,664.55,782.9,31.22,59.85,2.1,141.8,97.95,97.81
2015,8,2,6,694.65,888.7,31.65,57.74,2.25,124.7,97.89,97.75
2015,8,2,7,613.78,879.03,31.95,56.11,2.34,114.5,97.81,97.67
2015,8,2,8,693.25,821.75,32.11,55.04,2.25,108.4,97.73,97.59
2015,8,2,9,576.97,703.3,32.2,54.32,1.93,113.9,97.67,97.53
2015,8,2,10,422.25,535.2,32.27,53.59,1.52,139.5,97.66,97.52
2015,8,2,11,258.6,335.08,31.93,54.63,1.51,175.5,97.67,97.53
2015,8,2,12,111.05,137.77,30.75,60.28,1.73,202.8,97.7,97.56
2015,8,2,13,11.85,12.7,29.06,68.87,1.96,224.0,97.75,97.61
2015,8,2,14,0.0,0.0,27.82,75.38,2.48,240.7,97.82,97.68
2015,8,2,15,0.0,0.0,26.98,80.71,2.66,255.2,97.9,97.76
2015,8,2,16,0.0,0.0,26.45,84.34,2.65,267.0,97.91,97.77
2015,8,2,17,0.0,0.0,26.15,86.23,2.56,274.0,97.88,97.73
2015,8,2,18,0.0,0.0,25.97,87.15,2.3,280.3,97.83,97.69
2015,8,2,19,0.0,0.0,25.85,87.68,1.95,285.2,97.78,97.63
2015,8,2,20,0.0,0.0,25.71,88.28,1.67,285.3,97.73,97.59
2015,8,2,21,0.0,0.0,25.55,89.19,1.5,279.2,97.7,97.56
2015,8,2,22,0.0,0.0,25.41,90.07,1.44,266.8,97.69,97.55
2015,8,2,23,0.0,0.0,25.29,90.67,1.46,254.1,97.7,97.56
2015,8,3,0,18.05,18.3,25.37,89.9,1.77,246.3,97.74,97.6
2015,8,3,1,155.15,157.73,26.29,83.74,2.15,248.7,97.79,97.65
2015,8,3,2,356.55,364.08,27.95,73.87,2.25,258.4,97.82,97.68
2015,8,3,3,565.7,569.38,29.92,64.79,2.19,266.3,97.83,97.69
2015,8,3,4,736.03,738.85,31.41,58.84,1.96,275.0,97.84,97.7
2015,8,3,5,784.0,858.3,32.6,54.68,1.7,285.7,97.81,97.67
2015,8,3,6,856.3,879.92,33.51,51.57,1.59,299.3,97.75,97.61
2015,8,3,7,832.62,877.65,33.94,49.93,1.74,312.7,97.67,97.53
2015,8,3,8,736.45,809.1,33.84,49.88,2.11,322.7,97.6,97.46
2015,8,3,9,663.7,679.78,33.38,50.7,2.35,333.4,97.54,97.41
2015,8,3,10,474.73,505.48,32.9,52.17,2.37,343.3,97.52,97.38
2015,8,3,11,281.8,306.95,32.32,55.03,2.06,351.6,97.51,97.37
2015,8,3,12,112.72,121.4,31.62,58.49,1.62,359.6,97.53,97.39
2015,8,3,13,10.25,10.7,30.34,66.97,1.17,17.4,97.56,97.42
2015,8,3,14,0.0,0.0,29.7,69.21,1.02,42.6,97.6,97.46
2015,8,3,15,0.0,0.0,29.24,70.73,0.84,72.0,97.65,97.51
2015,8,3,16,0.0,0.0,28.84,71.43,0.75,83.9,97.67,97.53
2015,8,3,17,0.0,0.0,28.51,72.04,0.62,72.2,97.69,97.55
2015,8,3,18,0.0,0.0,28.21,72.4,0.41,57.8,97.66,97.52
2015,8,3,19,0.0,0.0,27.97,72.27,0.04,194.1,97.59,97.45
2015,8,3,20,0.0,0.0,27.26,75.67,0.71,212.3,97.54,97.4
2015,8,3,21,0.0,0.0,26.51,79.41,1.24,203.7,97.51,97.37
2015,8,3,22,0.0,0.0,25.92,82.03,1.63,197.1,97.5,97.36
2015,8,3,23,0.0,0.0,25.56,83.39,1.84,195.8,97.51,97.37
2015,8,4,0,12.3,15.9,25.88,82.41,2.0,198.7,97.54,97.4
2015,8,4,1,98.3,139.25,27.72,73.37,2.75,203.6,97.59,97.45
2015,8,4,2,220.95,329.85,30.85,58.28,2.23,227.7,97.64,97.5
2015,8,4,3,369.65,531.95,32.69,51.59,2.34,252.1,97.67,97.53
2015,8,4,4,510.25,705.35,34.02,48.04,2.45,264.1,97.68,97.54
2015,8,4,5,648.62,829.72,35.24,45.07,2.39,273.1,97.63,97.5
2015,8,4,6,793.65,850.72,36.16,42.76,2.38,280.2,97.57,97.43
2015,8,4,7,720.72,848.92,36.86,40.99,2.45,285.4,97.47,97.33
2015,8,4,8,748.9,780.53,37.26,39.97,2.54,289.6,97.38,97.24
2015,8,4,9,634.1,649.5,37.39,39.58,2.44,291.6,97.29,97.16
2015,8,4,10,454.3,474.67,37.25,39.52,2.28,291.8,97.23,97.09
2015,8,4,11,264.1,281.55,36.5,40.84,2.16,289.8,97.2,97.07
2015,8,4,12,103.7,110.07,35.27,45.12,1.85,285.4,97.22,97.08
2015,8,4,13,9.32,9.8,33.47,56.78,1.32,281.8,97.25,97.12
2015,8,4,14,0.0,0.0,32.84,59.02,1.12,281.3,97.32,97.18
