Latitude (decimal degrees):	28.627
Longitude (decimal degrees):	77.172
Elevation (m):	243
Radiation database:	PVGIS-ERA5


Slope: 15 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	50.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20171004:1230,75.5,9.79,0.0,30.47,1.79,0.0
20171004:1330,0.0,0.0,0.0,28.66,2.07,0.0
20171004:1430,0.0,0.0,0.0,27.16,2.14,0.0
20171004:1530,0.0,0.0,0.0,26.06,2.14,0.0
20171004:1630,0.0,0.0,0.0,25.21,2.07,0.0
20171004:1730,0.0,0.0,0.0,24.46,1.93,0.0
20171004:1830,0.0,0.0,0.0,23.81,1.86,0.0
20171004:1930,0.0,0.0,0.0,23.8,1.24,0.0
20171004:2030,0.0,0.0,0.0,24.7,0.83,0.0
20171004:2130,0.0,0.0,0.0,24.55,0.55,0.0
20171004:2230,0.0,0.0,0.0,22.96,1.1,0.0
20171004:2330,0.0,0.0,0.0,21.65,1.52,0.0
20171005:0030,0.0,0.0,-4.2,21.1,1.66,0.0
20171005:0130,1670.5,71.55,8.87,20.94,1.38,0.0
20171005:0230,7860.0,233.33,21.62,23.27,0.34,0.0
20171005:0330,14474.0,401.89,33.71,26.14,0.14,0.0
20171005:0430,19456.0,541.67,44.51,28.35,0.34,0.0
20171005:0530,22456.0,635.49,52.81,29.9,0.41,0.0
20171005:0630,23747.0,675.24,56.65,31.05,0.83,0.0
20171005:0730,23259.0,654.89,54.54,32.41,1.79,0.0
20171005:0830,20722.0,579.1,47.35,32.76,2.07,0.0
20171005:0930,16117.5,451.94,37.13,32.84,2.21,0.0
20171005:1030,9788.5,290.84,25.35,32.64,2.21,0.0
20171005:1130,3148.5,120.91,12.75,31.9,1.66,0.0
20171005:1230,0.0,0.0,-0.25,30.42,1.45,0.0
20171005:1330,0.0,0.0,0.0,28.19,1.72,0.0
20171005:1430,0.0,0.0,0.0,26.27,2.21,0.0
20171005:1530,0.0,0.0,0.0,24.9,2.21,0.0
20171005:1630,0.0,0.0,0.0,23.84,2.14,0.0
20171005:1730,0.0,0.0,0.0,23.02,2.0,0.0
20171005:1830,0.0,0.0,0.0,22.47,1.86,0.0
20171005:1930,0.0,0.0,0.0,24.71,1.03,0.0
20171005:2030,0.0,0.0,0.0,24.89,0.76,0.0
20171005:2130,0.0,0.0,0.0,22.81,1.31,0.0
20171005:2230,0.0,0.0,0.0,21.38,1.86,0.0
20171005:2330,0.0,0.0,0.0,21.05,1.86,0.0
20171006:0030,0.0,0.0,-4.32,20.79,1.72,0.0
20171006:0130,1597.0,69.26,8.74,20.56,1.59,0.0
20171006:0230,7731.0,229.61,21.47,22.84,0.69,0.0
20171006:0330,14326.5,397.22,33.52,26.24,0.41,0.0
20171006:0430,19225.0,537.52,44.27,28.81,0.21,0.0
20171006:0530,22215.5,632.44,52.5,30.65,0.28,0.0
20171006:0630,23459.5,672.74,56.27,32.04,0.62,0.0
20171006:0730,23159.5,652.67,54.15,33.11,2.0,0.0
20171006:0830,20514.5,575.18,47.0,33.38,2.07,0.0
20171006:0930,15910.5,448.24,36.82,33.44,2.14,0.0
20171006:1030,9558.5,286.42,25.07,33.24,2.0,0.0
20171006:1130,2986.0,116.9,12.49,32.43,1.45,0.0
20171006:1230,0.0,0.0,-0.5,30.75,1.52,0.0
20171006:1330,0.0,0.0,0.0,28.36,1.59,0.0
20171006:1430,0.0,0.0,0.0,26.63,1.31,0.0
20171006:1530,0.0,0.0,0.0,25.96,1.31,0.0
20171006:1630,0.0,0.0,0.0,24.47,1.59,0.0
20171006:1730,0.0,0.0,0.0,22.93,2.0,0.0
20171006:1830,0.0,0.0,0.0,22.29,2.28,0.0
20171006:1930,0.0,0.0,0.0,21.36,2.07,0.0
20171006:2030,0.0,0.0,0.0,20.8,1.93,0.0
20171006:2130,0.0,0.0,0.0,20.38,1.86,0.0
20171006:2230,0.0,0.0,0.0,20.06,1.79,0.0
20171006:2330,0.0,0.0,0.0,19.75,1.86,0.0
20171007:0030,0.0,0.0,-4.44,19.51,1.79,0.0
20171007:0130,1576.5,69.4,8.61,19.42,1.66,0.0
20171007:0230,7857.5,232.68,21.31,21.53,0.9,0.0
20171007:0330,14537.5,401.72,33.33,25.75,0.69,0.0
20171007:0430,19518.0,541.73,44.02,28.47,0.69,0.0
20171007:0530,22444.5,635.37,52.18,30.52,0.62,0.0
20171007:0630,23552.0,669.17,55.89,32.07,1.17,0.0
20171007:0730,22908.5,648.34,53.76,32.39,1.38,0.0
20171007:0830,20300.0,570.53,46.65,32.79,1.59,0.0
20171007:0930,15720.0,443.55,36.51,32.97,1.79,0.0
20171007:1030,9392.5,282.01,24.79,32.79,2.0,0.0
20171007:1130,2857.0,113.17,12.23,32.0,1.59,0.0
20171007:1230,0.0,0.0,-0.75,30.29,1.59,0.0
20171007:1330,0.0,0.0,0.0,28.02,1.52,0.0
20171007:1430,0.0,0.0,0.0,26.09,1.38,0.0
20171007:1530,0.0,0.0,0.0,24.29,1.86,0.0
20171007:1630,0.0,0.0,0.0,23.34,2.48,0.0
20171007:1730,0.0,0.0,0.0,22.87,2.62,0.0
20171007:1830,0.0,0.0,0.0,22.66,2.62,0.0
20171007:1930,0.0,0.0,0.0,22.2,2.28,0.0
20171007:2030,0.0,0.0,0.0,21.79,2.14,0.0
20171007:2130,0.0,0.0,0.0,21.34,2.0,0.0
20171007:2230,0.0,0.0,0.0,21.03,1.59,0.0
20171007:2330,0.0,0.0,0.0,22.36,0.9,0.0
20171008:0030,0.0,0.0,-4.56,22.51,0.76,0.0
20171008:0130,1465.0,65.75,8.48,20.65,1.31,0.0
20171008:0230,7532.0,224.29,21.16,21.75,0.9,0.0
20171008:0330,14139.5,389.64,33.14,25.81,1.1,0.0
20171008:0430,19214.5,527.35,43.77,28.34,1.45,0.0
20171008:0530,22271.5,619.5,51.86,30.29,1.59,0.0
20171008:0630,23427.0,659.84,55.52,31.64,1.52,0.0
20171008:0730,22614.0,638.33,53.38,31.96,1.31,0.0
20171008:0830,19867.5,559.9,46.3,32.52,1.17,0.0
20171008:0930,15298.5,433.85,36.21,32.73,1.17,0.0
20171008:1030,9065.0,274.29,24.51,32.61,1.24,0.0
20171008:1130,2687.5,108.33,11.98,32.0,1.1,0.0
20171008:1230,0.0,0.0,-0.99,30.41,1.24,0.0
20171008:1330,0.0,0.0,0.0,28.11,1.59,0.0
20171008:1430,0.0,0.0,0.0,26.11,2.0,0.0
20171008:1530,0.0,0.0,0.0,24.78,2.28,0.0
20171008:1630,0.0,0.0,0.0,23.87,2.41,0.0
20171008:1730,0.0,0.0,0.0,23.4,2.48,0.0
20171008:1830,0.0,0.0,0.0,23.13,2.55,0.0
20171008:1930,0.0,0.0,0.0,22.8,2.41,0.0
20171008:2030,0.0,0.0,0.0,22.47,2.34,0.0
20171008:2130,0.0,0.0,0.0,22.07,2.14,0.0
20171008:2230,0.0,0.0,0.0,21.58,1.93,0.0
20171008:2330,0.0,0.0,0.0,21.16,1.52,0.0
20171009:0030,0.0,0.0,-4.68,21.47,1.17,0.0
20171009:0130,1383.0,63.14,8.34,21.32,1.03,0.0
20171009:0230,7286.0,219.13,21.0,22.61,0.62,0.0
20171009:0330,13842.0,383.12,32.94,25.88,0.76,0.0
20171009:0430,18884.5,520.1,43.52,28.31,1.1,0.0
20171009:0530,22118.5,612.22,51.54,29.98,1.79,0.0
20171009:0630,23267.5,649.38,55.14,31.04,1.86,0.0
20171009:0730,21927.5,610.91,53.0,31.87,2.0,0.0
20171009:0830,19439.0,542.12,45.95,32.36,1.86,0.0
20171009:0930,13993.5,393.91,35.9,32.5,1.79,0.0
20171009:1030,7980.0,241.49,24.24,32.39,1.72,0.0
20171009:1130,2470.0,98.56,11.72,31.7,1.52,0.0
20171009:1230,0.0,0.0,-1.23,30.39,1.45,0.0
20171009:1330,0.0,0.0,0.0,28.5,1.72,0.0
20171009:1430,0.0,0.0,0.0,26.81,1.93,0.0
20171009:1530,0.0,0.0,0.0,25.54,2.14,0.0
20171009:1630,0.0,0.0,0.0,24.59,2.21,0.0
20171009:1730,0.0,0.0,0.0,23.94,2.28,0.0
20171009:1830,0.0,0.0,0.0,23.42,2.28,0.0
20171009:1930,0.0,0.0,0.0,23.02,2.07,0.0
20171009:2030,0.0,0.0,0.0,22.46,1.79,0.0
20171009:2130,0.0,0.0,0.0,22.12,1.52,0.0
20171009:2230,0.0,0.0,0.0,21.63,1.52,0.0
20171009:2330,0.0,0.0,0.0,21.12,1.79,0.0
20171010:0030,0.0,0.0,-4.81,20.85,1.86,0.0
20171010:0130,1314.0,60.68,8.21,20.63,1.79,0.0
20171010:0230,7142.0,214.95,20.84,22.17,1.03,0.0
20171010:0330,13658.5,377.91,32.75,25.92,0.97,0.0
20171010:0430,18676.5,514.71,43.27,28.29,1.03,0.0
20171010:0530,21699.0,607.11,51.22,30.03,0.97,0.0
20171010:0630,22663.0,641.73,54.76,31.18,0.83,0.0
20171010:0730,21969.0,621.11,52.62,32.12,1.1,0.0
20171010:0830,19414.5,545.97,45.61,32.57,1.31,0.0
20171010:0930,14587.5,413.2,35.6,32.8,1.52,0.0
20171010:1030,8153.0,248.84,23.96,32.7,1.79,0.0
20171010:1130,2260.5,94.64,11.47,32.07,1.86,0.0
20171010:1230,0.0,0.0,-1.47,30.46,1.86,0.0
20171010:1330,0.0,0.0,0.0,28.68,2.21,0.0
20171010:1430,0.0,0.0,0.0,27.29,2.21,0.0
20171010:1530,0.0,0.0,0.0,26.04,2.07,0.0
20171010:1630,0.0,0.0,0.0,24.92,1.79,0.0
20171010:1730,0.0,0.0,0.0,23.88,1.79,0.0
20171010:1830,0.0,0.0,0.0,23.11,1.93,0.0
20171010:1930,0.0,0.0,0.0,22.81,2.0,0.0
20171010:2030,0.0,0.0,0.0,22.46,2.07,0.0
20171010:2130,0.0,0.0,0.0,22.08,2.0,0.0
20171010:2230,0.0,0.0,0.0,21.69,1.93,0.0
20171010:2330,0.0,0.0,0.0,21.29,1.66,0.0
20171011:0030,0.0,0.0,-4.93,21.24,1.31,0.0
20171011:0130,1257.5,59.34,8.07,21.52,1.03,0.0
20171011:0230,7034.0,213.27,20.68,22.48,0.76,0.0
20171011:0330,13569.0,375.7,32.55,25.65,0.9,0.0
20171011:0430,18595.5,511.81,43.02,27.97,1.03,0.0
20171011:0530,21628.5,603.17,50.9,29.82,1.1,0.0
20171011:0630,22549.0,637.13,54.39,31.07,0.9,0.0
20171011:0730,21419.5,602.02,52.24,31.98,1.31,0.0
20171011:0830,19129.0,538.09,45.26,32.36,1.17,0.0
20171011:0930,14341.0,406.82,35.29,32.57,1.24,0.0
20171011:1030,8285.0,253.79,23.69,32.46,1.52,0.0
20171011:1130,2217.5,92.56,11.22,31.92,1.79,0.0
20171011:1230,0.0,0.0,-1.71,30.35,1.93,0.0
20171011:1330,0.0,0.0,0.0,28.41,2.34,0.0
20171011:1430,0.0,0.0,0.0,26.87,2.41,0.0
20171011:1530,0.0,0.0,0.0,25.61,2.34,0.0
20171011:1630,0.0,0.0,0.0,24.59,2.07,0.0
20171011:1730,0.0,0.0,0.0,23.5,1.72,0.0
20171011:1830,0.0,0.0,0.0,22.8,1.38,0.0
20171011:1930,0.0,0.0,0.0,23.17,1.17,0.0
20171011:2030,0.0,0.0,0.0,23.85,0.83,0.0
20171011:2130,0.0,0.0,0.0,23.32,0.83,0.0
20171011:2230,0.0,0.0,0.0,21.62,1.24,0.0
20171011:2330,0.0,0.0,0.0,20.61,1.52,0.0
20171012:0030,0.0,0.0,-5.06,20.37,1.52,0.0
20171012:0130,1216.5,58.37,7.93,20.77,1.24,0.0
20171012:0230,6985.5,213.45,20.52,22.63,0.41,0.0
20171012:0330,13504.0,376.54,32.35,25.72,0.34,0.0
20171012:0430,18454.5,512.26,42.77,28.32,0.55,0.0
20171012:0530,21476.5,603.06,50.58,30.32,0.83,0.0
20171012:0630,22523.5,635.84,54.01,31.67,1.17,0.0
20171012:0730,21339.0,600.12,51.86,32.15,1.31,0.0
20171012:0830,19118.5,535.89,44.92,32.52,1.59,0.0
20171012:0930,14356.5,407.2,34.99,32.71,1.66,0.0
20171012:1030,8203.5,252.76,23.43,32.55,1.59,0.0
20171012:1130,2143.0,91.57,10.98,32.05,1.52,0.0
20171012:1230,0.0,0.0,-1.94,30.3,1.86,0.0
20171012:1330,0.0,0.0,0.0,28.29,2.14,0.0
20171012:1430,0.0,0.0,0.0,26.86,1.93,0.0
20171012:1530,0.0,0.0,0.0,25.57,1.45,0.0
20171012:1630,0.0,0.0,0.0,25.79,0.83,0.0
20171012:1730,0.0,0.0,0.0,24.29,1.17,0.0
20171012:1830,0.0,0.0,0.0,22.72,2.21,0.0
20171012:1930,0.0,0.0,0.0,22.54,2.48,0.0
20171012:2030,0.0,0.0,0.0,22.32,2.62,0.0
20171012:2130,0.0,0.0,0.0,22.0,2.62,0.0
20171012:2230,0.0,0.0,0.0,21.59,2.55,0.0
20171012:2330,0.0,0.0,0.0,21.16,2.41,0.0
20171013:0030,0.0,0.0,-5.19,20.7,2.28,0.0
20171013:0130,1161.5,56.65,7.79,20.29,2.28,0.0
20171013:0230,6979.0,211.88,20.36,21.26,1.72,0.0
20171013:0330,13619.0,375.56,32.15,25.4,1.72,0.0
20171013:0430,18733.5,511.49,42.51,28.11,2.0,0.0
20171013:0530,21835.5,602.21,50.26,30.32,2.28,0.0
20171013:0630,22737.0,629.71,53.64,31.85,2.76,0.0
20171013:0730,21921.0,612.82,51.49,32.52,2.14,0.0
20171013:0830,18661.0,519.13,44.58,33.13,2.55,0.0
20171013:0930,14261.0,403.35,34.7,33.27,2.69,0.0
20171013:1030,7816.5,242.31,23.16,33.15,2.55,0.0
20171013:1130,1925.5,84.65,10.73,32.48,1.31,0.0
20171013:1230,0.0,0.0,-2.17,30.98,0.97,0.0
20171013:1330,0.0,0.0,0.0,28.52,1.45,0.0
20171013:1430,0.0,0.0,0.0,26.51,1.72,0.0
20171013:1530,0.0,0.0,0.0,25.25,2.21,0.0
20171013:1630,0.0,0.0,0.0,24.28,2.48,0.0
20171013:1730,0.0,0.0,0.0,23.65,2.55,0.0
20171013:1830,0.0,0.0,0.0,23.21,2.55,0.0
20171013:1930,0.0,0.0,0.0,22.05,2.14,0.0
20171013:2030,0.0,0.0,0.0,21.18,1.79,0.0
20171013:2130,0.0,0.0,0.0,20.72,1.72,0.0
20171013:2230,0.0,0.0,0.0,20.13,2.0,0.0
20171013:2330,0.0,0.0,0.0,19.75,2.34,0.0
20171014:0030,0.0,0.0,-5.31,19.43,2.34,0.0
20171014:0130,1096.5,54.66,7.65,19.25,2.28,0.0
20171014:0230,6882.5,209.57,20.19,20.48,1.66,0.0
20171014:0330,13448.5,372.95,31.94,25.55,1.31,0.0
20171014:0430,18493.5,508.84,42.25,28.59,1.52,0.0
20171014:0530,21542.5,599.69,49.93,30.9,1.72,0.0
20171014:0630,22619.5,636.01,53.27,32.4,1.79,0.0
20171014:0730,21572.0,612.93,51.12,33.39,1.24,0.0
20171014:0830,18874.0,533.99,44.25,33.93,1.52,0.0
20171014:0930,14233.5,407.16,34.4,34.05,1.93,0.0
20171014:1030,7926.5,247.83,22.9,33.73,2.34,0.0
20171014:1130,1928.5,86.51,10.49,32.64,2.07,0.0
20171014:1230,0.0,0.0,-2.4,30.74,2.07,0.0
20171014:1330,0.0,0.0,0.0,28.62,1.93,0.0
20171014:1430,0.0,0.0,0.0,26.86,1.66,0.0
20171014:1530,0.0,0.0,0.0,25.92,1.1,0.0
20171014:1630,0.0,0.0,0.0,26.28,0.69,0.0
20171014:1730,0.0,0.0,0.0,23.21,1.72,0.0
20171014:1830,0.0,0.0,0.0,21.9,2.34,0.0
20171014:1930,0.0,0.0,0.0,21.25,2.14,0.0
20171014:2030,0.0,0.0,0.0,21.12,1.66,0.0
20171014:2130,0.0,0.0,0.0,23.13,0.76,0.0
20171014:2230,0.0,0.0,0.0,20.84,1.38,0.0
20171014:2330,0.0,0.0,0.0,18.7,2.07,0.0
20171015:0030,0.0,0.0,-5.44,18.74,1.59,0.0
20171015:0130,1044.5,53.28,7.5,20.2,1.1,0.0
20171015:0230,6767.0,209.19,20.02,21.67,0.62,0.0
20171015:0330,13393.0,373.96,31.74,25.3,0.55,0.0
20171015:0430,18395.5,511.03,41.99,28.73,0.83,0.0
20171015:0530,21372.5,602.47,49.61,31.02,0.9,0.0
20171015:0630,22346.5,636.69,52.9,32.41,0.9,0.0
20171015:0730,21474.5,613.29,50.75,32.92,0.76,0.0
20171015:0830,18691.0,533.51,43.92,33.54,0.69,0.0
20171015:0930,14040.5,405.68,34.11,33.83,0.83,0.0
20171015:1030,7773.5,245.68,22.64,33.74,1.24,0.0
20171015:1130,1831.0,83.92,10.26,32.86,1.66,0.0
20171015:1230,0.0,0.0,-2.62,30.77,2.21,0.0
20171015:1330,0.0,0.0,0.0,28.4,2.41,0.0
20171015:1430,0.0,0.0,0.0,26.64,2.34,0.0
20171015:1530,0.0,0.0,0.0,25.15,2.14,0.0
20171015:1630,0.0,0.0,0.0,23.7,1.86,0.0
20171015:1730,0.0,0.0,0.0,22.37,1.79,0.0
20171015:1830,0.0,0.0,0.0,21.31,2.14,0.0
20171015:1930,0.0,0.0,0.0,20.66,2.34,0.0
20171015:2030,0.0,0.0,0.0,19.96,2.41,0.0
20171015:2130,0.0,0.0,0.0,19.57,2.41,0.0
20171015:2230,0.0,0.0,0.0,19.13,2.21,0.0
20171015:2330,0.0,0.0,0.0,19.41,1.45,0.0
20171016:0030,0.0,0.0,-5.58,20.91,0.97,0.0
20171016:0130,990.0,51.5,7.36,20.65,0.69,0.0
20171016:0230,6683.5,207.41,19.85,20.93,0.14,0.0
20171016:0330,13385.0,372.77,31.53,24.42,0.55,0.0
20171016:0430,18439.0,510.51,41.73,27.41,0.62,0.0
20171016:0530,21411.5,602.16,49.29,29.48,0.55,0.0
20171016:0630,22423.5,635.52,52.53,31.15,0.83,0.0
20171016:0730,21630.0,611.47,50.38,32.08,1.17,0.0
20171016:0830,18788.0,530.92,43.58,32.83,1.24,0.0
20171016:0930,14022.0,402.4,33.82,33.12,1.38,0.0
20171016:1030,7653.5,242.04,22.38,33.03,1.59,0.0
20171016:1130,1734.5,80.7,10.02,32.3,1.31,0.0
20171016:1230,0.0,0.0,-2.84,30.65,1.31,0.0
20171016:1330,0.0,0.0,0.0,28.47,1.17,0.0
20171016:1430,0.0,0.0,0.0,27.1,0.9,0.0
20171016:1530,0.0,0.0,0.0,26.33,1.03,0.0
20171016:1630,0.0,0.0,0.0,24.36,1.45,0.0
20171016:1730,0.0,0.0,0.0,22.5,2.07,0.0
20171016:1830,0.0,0.0,0.0,21.81,2.48,0.0
20171016:1930,0.0,0.0,0.0,21.28,2.41,0.0
20171016:2030,0.0,0.0,0.0,20.81,2.41,0.0
20171016:2130,0.0,0.0,0.0,20.42,2.41,0.0
20171016:2230,0.0,0.0,0.0,19.79,2.28,0.0
20171016:2330,0.0,0.0,0.0,19.07,2.14,0.0
20171017:0030,0.0,0.0,-5.71,18.41,2.0,0.0
20171017:0130,964.0,50.27,7.21,18.25,1.72,0.0
20171017:0230,6717.5,207.04,19.68,19.38,1.24,0.0
20171017:0330,13420.5,372.72,31.32,24.06,0.9,0.0
20171017:0430,18541.5,509.84,41.47,27.04,1.1,0.0
20171017:0530,21647.5,600.86,48.97,29.32,1.45,0.0
20171017:0630,22688.5,632.77,52.17,31.0,1.93,0.0
20171017:0730,21857.5,608.62,50.02,31.63,2.21,0.0
20171017:0830,18971.0,528.04,43.26,32.27,2.48,0.0
20171017:0930,14058.0,399.5,33.53,32.52,2.55,0.0
20171017:1030,7561.0,239.01,22.13,32.39,2.41,0.0
20171017:1130,1650.0,77.88,9.79,31.66,1.59,0.0
20171017:1230,0.0,0.0,-3.06,30.08,1.24,0.0
20171017:1330,0.0,0.0,0.0,27.56,1.45,0.0
20171017:1430,0.0,0.0,0.0,25.3,1.93,0.0
20171017:1530,0.0,0.0,0.0,23.61,1.93,0.0
20171017:1630,0.0,0.0,0.0,22.36,1.79,0.0
20171017:1730,0.0,0.0,0.0,21.63,1.66,0.0
20171017:1830,0.0,0.0,0.0,20.75,1.86,0.0
20171017:1930,0.0,0.0,0.0,22.73,0.76,0.0
20171017:2030,0.0,0.0,0.0,22.16,0.76,0.0
20171017:2130,0.0,0.0,0.0,21.65,0.69,0.0
20171017:2230,0.0,0.0,0.0,21.17,0.9,0.0
20171017:2330,0.0,0.0,0.0,20.51,1.03,0.0
20171018:0030,0.0,0.0,0.0,20.16,1.03,0.0
20171018:0130,887.5,47.68,7.06,20.17,0.97,0.0
20171018:0230,6435.0,201.35,19.5,20.48,0.48,0.0
20171018:0330,13022.5,364.79,31.11,24.11,0.14,0.0
20171018:0430,17943.0,500.72,41.21,27.45,0.07,0.0
20171018:0530,20985.0,590.54,48.64,29.79,0.55,0.0
20171018:0630,22309.5,624.17,51.8,31.28,1.72,0.0
20171018:0730,21610.5,600.88,49.66,31.89,2.41,0.0
20171018:0830,18775.5,521.17,42.93,32.39,2.9,0.0
20171018:0930,13868.5,393.43,33.25,32.46,3.1,0.0
20171018:1030,7375.0,233.84,21.88,32.13,3.03,0.0
20171018:1130,1557.5,74.49,9.56,31.18,2.34,0.0
20171018:1230,0.0,0.0,-3.27,29.33,2.0,0.0
20171018:1330,0.0,0.0,0.0,27.29,2.0,0.0
20171018:1430,0.0,0.0,0.0,25.57,1.79,0.0
20171018:1530,0.0,0.0,0.0,24.13,1.52,0.0
20171018:1630,0.0,0.0,0.0,23.52,1.24,0.0
20171018:1730,0.0,0.0,0.0,22.79,1.24,0.0
20171018:1830,0.0,0.0,0.0,21.97,1.31,0.0
20171018:1930,0.0,0.0,0.0,21.21,1.45,0.0
20171018:2030,0.0,0.0,0.0,21.23,1.24,0.0
20171018:2130,0.0,0.0,0.0,20.37,1.38,0.0
20171018:2230,0.0,0.0,0.0,19.61,1.52,0.0
20171018:2330,0.0,0.0,0.0,19.07,1.66,0.0
20171019:0030,0.0,0.0,0.0,18.73,1.59,0.0
20171019:0130,833.0,44.64,6.91,18.63,1.52,0.0
20171019:0230,6114.0,192.39,19.33,20.73,0.76,0.0
20171019:0330,12540.0,350.99,30.89,24.55,0.62,0.0
20171019:0430,17462.5,483.24,40.94,27.49,0.62,0.0
20171019:0530,20371.0,570.74,48.32,29.48,0.55,0.0
20171019:0630,21333.0,601.35,51.44,30.61,0.69,0.0
20171019:0730,20622.5,577.11,49.3,31.87,1.59,0.0
20171019:0830,17816.5,499.97,42.61,32.42,1.59,0.0
20171019:0930,13017.0,374.07,32.97,32.71,1.59,0.0
20171019:1030,6854.5,220.52,21.63,32.6,1.59,0.0
20171019:1130,1411.0,68.56,9.34,32.11,1.45,0.0
20171019:1230,0.0,0.0,-3.48,30.77,1.45,0.0
20171019:1330,0.0,0.0,0.0,28.87,1.79,0.0
20171019:1430,0.0,0.0,0.0,27.32,1.86,0.0
20171019:1530,0.0,0.0,0.0,25.96,1.79,0.0
20171019:1630,0.0,0.0,0.0,24.8,1.79,0.0
20171019:1730,0.0,0.0,0.0,23.87,1.86,0.0
20171019:1830,0.0,0.0,0.0,23.12,1.93,0.0
20171019:1930,0.0,0.0,0.0,22.71,1.72,0.0
20171019:2030,0.0,0.0,0.0,22.2,1.93,0.0
20171019:2130,0.0,0.0,0.0,21.88,2.0,0.0
20171019:2230,0.0,0.0,0.0,21.63,2.07,0.0
20171019:2330,0.0,0.0,0.0,21.35,2.0,0.0
20171020:0030,0.0,0.0,0.0,20.97,1.79,0.0
20171020:0130,765.0,41.89,6.76,20.63,1.52,0.0
20171020:0230,5805.0,185.32,19.15,22.46,0.69,0.0
20171020:0330,12062.5,340.37,30.68,25.83,0.62,0.0
20171020:0430,16948.0,470.69,40.68,28.46,0.69,0.0
20171020:0530,19848.0,556.85,48.0,30.26,0.62,0.0
20171020:0630,20775.5,588.71,51.08,31.32,0.48,0.0
20171020:0730,18946.0,534.16,48.95,32.44,0.83,0.0
20171020:0830,15046.5,423.03,42.29,32.8,0.97,0.0
20171020:0930,11116.0,320.45,32.69,32.77,1.24,0.0
20171020:1030,6315.5,204.67,21.38,32.66,1.59,0.0
20171020:1130,1304.5,65.24,9.12,32.19,1.79,0.0
20171020:1230,0.0,0.0,-3.69,30.51,1.79,0.0
20171020:1330,0.0,0.0,0.0,28.56,1.79,0.0
20171020:1430,0.0,0.0,0.0,26.93,1.52,0.0
20171020:1530,0.0,0.0,0.0,25.56,1.31,0.0
20171020:1630,0.0,0.0,0.0,24.24,1.52,0.0
20171020:1730,0.0,0.0,0.0,23.11,2.0,0.0
20171020:1830,0.0,0.0,0.0,22.48,2.28,0.0
20171020:1930,0.0,0.0,0.0,21.65,1.79,0.0
20171020:2030,0.0,0.0,0.0,20.92,1.86,0.0
20171020:2130,0.0,0.0,0.0,20.47,1.93,0.0
20171020:2230,0.0,0.0,0.0,20.01,1.86,0.0
20171020:2330,0.0,0.0,0.0,19.6,1.86,0.0
20171021:0030,0.0,0.0,0.0,19.25,2.07,0.0
20171021:0130,727.0,40.67,6.61,18.92,2.0,0.0
20171021:0230,5882.0,186.86,18.97,20.2,1.38,0.0
20171021:0330,12286.0,344.45,30.46,25.11,1.38,0.0
20171021:0430,17330.0,476.49,40.41,28.25,1.72,0.0
20171021:0530,20432.0,564.22,47.68,30.57,2.21,0.0
20171021:0630,21547.0,598.29,50.73,32.23,2.62,0.0
20171021:0730,20632.0,575.38,48.59,32.78,2.41,0.0
20171021:0830,17832.0,497.69,41.98,33.4,2.97,0.0
20171021:0930,13013.5,373.08,32.41,33.6,3.45,0.0
20171021:1030,6669.0,217.38,21.14,33.39,3.38,0.0
20171021:1130,1247.0,63.81,8.9,32.38,2.28,0.0
20171021:1230,0.0,0.0,-3.89,30.31,2.07,0.0
20171021:1330,0.0,0.0,0.0,28.12,1.79,0.0
20171021:1430,0.0,0.0,0.0,26.25,1.24,0.0
20171021:1530,0.0,0.0,0.0,26.03,0.69,0.0
20171021:1630,0.0,0.0,0.0,25.42,0.55,0.0
20171021:1730,0.0,0.0,0.0,24.83,0.62,0.0
20171021:1830,0.0,0.0,0.0,24.03,0.9,0.0
20171021:1930,0.0,0.0,0.0,23.69,0.62,0.0
20171021:2030,0.0,0.0,0.0,20.61,1.45,0.0
20171021:2130,0.0,0.0,0.0,19.04,1.72,0.0
20171021:2230,0.0,0.0,0.0,18.43,2.14,0.0
20171021:2330,0.0,0.0,0.0,18.1,1.86,0.0
20171022:0030,0.0,0.0,0.0,18.64,1.45,0.0
20171022:0130,649.0,37.95,6.45,20.19,0.69,0.0
20171022:0230,5262.0,167.48,18.79,20.58,0.14,0.0
20171022:0330,11409.5,320.14,30.25,23.88,0.48,0.0
20171022:0430,15672.0,431.0,40.15,27.53,0.97,0.0
20171022:0530,19790.0,546.8,47.36,29.69,1.59,0.0
20171022:0630,21152.0,588.5,50.37,31.64,2.07,0.0
20171022:0730,18040.5,499.5,48.25,32.9,2.48,0.0
20171022:0830,14505.5,406.66,41.67,33.3,1.66,0.0
20171022:0930,10478.0,304.78,32.14,33.61,0.28,0.0
20171022:1030,4985.5,158.85,20.9,33.51,1.24,0.0
20171022:1130,1128.0,53.99,8.69,31.52,2.69,0.0
20171022:1230,0.0,0.0,-4.08,29.25,3.03,0.0
20171022:1330,0.0,0.0,0.0,27.19,2.97,0.0
20171022:1430,0.0,0.0,0.0,26.22,2.97,0.0
20171022:1530,0.0,0.0,0.0,25.16,2.97,0.0
20171022:1630,0.0,0.0,0.0,24.35,2.76,0.0
20171022:1730,0.0,0.0,0.0,23.71,2.48,0.0
20171022:1830,0.0,0.0,0.0,22.88,2.34,0.0
